SaleID,price
200000.0,1262.8708
200001.0,1958.0416
200002.0,8748.466
200003.0,1119.7013
200004.0,1976.4999
200005.0,1140.9325
200006.0,439.22272
200007.0,3243.8845
200008.0,13584.132
200009.0,595.0534
200010.0,643.28955
200011.0,2912.075
200012.0,5787.727
200013.0,7010.6113
200014.0,964.58405
200015.0,248.84283
200016.0,1745.1256
200017.0,8244.381
200018.0,7027.5225
200019.0,1131.3687
200020.0,24845.541
200021.0,7616.139
200022.0,1903.7461
200023.0,1553.154
200024.0,728.00494
200025.0,7525.9824
200026.0,492.92987
200027.0,12179.677
200028.0,3955.8372
200029.0,7875.7007
200030.0,17485.96
200031.0,12998.73
200032.0,603.3888
200033.0,14784.43
200034.0,1111.0038
200035.0,2017.7413
200036.0,13896.934
200037.0,5928.259
200038.0,1573.7551
200039.0,349.3937
200040.0,602.15027
200041.0,24720.107
200042.0,451.06708
200043.0,7138.2534
200044.0,18849.316
200045.0,498.78003
200046.0,14707.066
200047.0,17463.96
200048.0,2452.1497
200049.0,3061.1707
200050.0,337.5206
200051.0,4393.677
200052.0,2862.0408
200053.0,498.70282
200054.0,13271.332
200055.0,10653.452
200056.0,4237.776
200057.0,3281.1638
200058.0,794.1545
200059.0,5174.415
200060.0,8543.355
200061.0,1106.3712
200062.0,5557.8794
200063.0,8125.331
200064.0,1294.5725
200065.0,1679.995
200066.0,497.7561
200067.0,9938.36
200068.0,200.53336
200069.0,17040.102
200070.0,8750.377
200071.0,321.274
200072.0,6815.7295
200073.0,21037.596
200074.0,4503.762
200075.0,14033.803
200076.0,2980.8765
200077.0,269.34323
200078.0,351.44745
200079.0,3186.6782
200080.0,3018.5012
200081.0,2090.775
200082.0,4338.8296
200083.0,398.72052
200084.0,1207.7441
200085.0,1454.7313
200086.0,6992.734
200087.0,3368.4192
200088.0,2612.76
200089.0,41078.375
200090.0,2428.566
200091.0,201.89369
200092.0,1476.1907
200093.0,16003.786
200094.0,6450.5005
200095.0,5933.3955
200096.0,2420.15
200097.0,1174.1919
200098.0,452.22852
200099.0,26487.031
200100.0,21098.922
200101.0,7212.124
200102.0,1796.3491
200103.0,10825.653
200104.0,5040.031
200105.0,4453.1704
200106.0,7988.1743
200107.0,2276.3337
200108.0,14278.399
200109.0,7733.6865
200110.0,597.9121
200111.0,1964.4753
200112.0,1796.6654
200113.0,867.5165
200114.0,2251.479
200115.0,1200.0684
200116.0,14219.446
200117.0,15640.015
200118.0,68793.68
200119.0,200.13034
200120.0,2983.7756
200121.0,2504.263
200122.0,685.0853
200123.0,2539.8352
200124.0,58318.34
200125.0,579.2802
200126.0,2907.3018
200127.0,15598.29
200128.0,1634.0293
200129.0,5900.9595
200130.0,3884.5188
200131.0,2317.4417
200132.0,1390.4172
200133.0,3025.3481
200134.0,1384.5645
200135.0,2810.8098
200136.0,3962.609
200137.0,614.71185
200138.0,9886.552
200139.0,6420.637
200140.0,2763.0027
200141.0,1494.4246
200142.0,6333.8013
200143.0,8849.322
200144.0,1442.7424
200145.0,6588.7964
200146.0,2644.3054
200147.0,4453.455
200148.0,3134.5415
200149.0,203.13039
200150.0,10823.434
200151.0,4967.7773
200152.0,629.07776
200153.0,498.8763
200154.0,7017.275
200155.0,2254.553
200156.0,16114.184
200157.0,8108.825
200158.0,9920.424
200159.0,1591.818
200160.0,6714.2007
200161.0,7429.1157
200162.0,6675.192
200163.0,406.48264
200164.0,16417.928
200165.0,15036.758
200166.0,23474.69
200167.0,3854.594
200168.0,34085.508
200169.0,695.309
200170.0,2495.929
200171.0,8783.933
200172.0,1906.5674
200173.0,36213.1
200174.0,244.13419
200175.0,2515.4395
200176.0,8882.148
200177.0,5968.685
200178.0,5270.3394
200179.0,3608.1272
200180.0,898.1336
200181.0,19541.582
200182.0,4603.532
200183.0,1457.311
200184.0,2449.9832
200185.0,4129.26
200186.0,3557.5715
200187.0,5808.4053
200188.0,11180.797
200189.0,10465.298
200190.0,3250.9666
200191.0,3181.0652
200192.0,1092.7035
200193.0,4657.831
200194.0,7540.2593
200195.0,2239.2166
200196.0,530.95905
200197.0,21876.66
200198.0,1293.7314
200199.0,4545.7534
200200.0,444.3004
200201.0,7629.67
200202.0,2046.6495
200203.0,1583.4526
200204.0,8174.2324
200205.0,5258.3784
200206.0,780.2434
200207.0,6148.6455
200208.0,5939.692
200209.0,1536.286
200210.0,13870.451
200211.0,5555.2344
200212.0,7358.769
200213.0,9083.4795
200214.0,19541.955
200215.0,7253.558
200216.0,3370.4893
200217.0,1318.3048
200218.0,10436.263
200219.0,1250.3801
200220.0,2838.1936
200221.0,8299.3
200222.0,2199.2878
200223.0,416.55936
200224.0,12097.063
200225.0,3222.7312
200226.0,1170.4963
200227.0,9064.698
200228.0,218.36815
200229.0,7408.397
200230.0,9500.133
200231.0,5068.3975
200232.0,938.5041
200233.0,8030.595
200234.0,403.7545
200235.0,8807.104
200236.0,11682.629
200237.0,4886.552
200238.0,7426.891
200239.0,9001.675
200240.0,25820.635
200241.0,10508.677
200242.0,3973.8171
200243.0,2850.3975
200244.0,6610.8037
200245.0,3954.973
200246.0,3821.9453
200247.0,783.5091
200248.0,291.29526
200249.0,10404.776
200250.0,28692.756
200251.0,10403.387
200252.0,587.6787
200253.0,10202.08
200254.0,10880.069
200255.0,6019.6787
200256.0,2760.3086
200257.0,9254.283
200258.0,3814.2168
200259.0,7940.106
200260.0,1446.8795
200261.0,3956.8975
200262.0,2663.0374
200263.0,9102.473
200264.0,7432.922
200265.0,5946.6704
200266.0,1427.0209
200267.0,14845.937
200268.0,6804.161
200269.0,3916.7266
200270.0,8854.869
200271.0,2902.9006
200272.0,2655.344
200273.0,17758.783
200274.0,507.42538
200275.0,13588.979
200276.0,2348.8347
200277.0,3085.214
200278.0,1645.8145
200279.0,9157.664
200280.0,3205.0957
200281.0,715.26074
200282.0,12982.45
200283.0,6782.2734
200284.0,398.08194
200285.0,4875.6426
200286.0,3717.9233
200287.0,11977.414
200288.0,12074.518
200289.0,3205.4626
200290.0,7237.173
200291.0,8100.7856
200292.0,1947.3795
200293.0,10634.134
200294.0,6142.9478
200295.0,2320.3533
200296.0,3047.4993
200297.0,6113.0557
200298.0,1403.8401
200299.0,4781.133
200300.0,5647.018
200301.0,5935.682
200302.0,1518.2688
200303.0,5996.189
200304.0,2142.972
200305.0,4207.1084
200306.0,1587.5741
200307.0,15597.517
200308.0,1393.8112
200309.0,1040.2328
200310.0,1097.556
200311.0,1025.0911
200312.0,11660.032
200313.0,1681.2821
200314.0,3244.7017
200315.0,821.85345
200316.0,39111.664
200317.0,2469.1406
200318.0,397.429
200319.0,10283.996
200320.0,3534.6025
200321.0,33163.426
200322.0,15232.21
200323.0,1348.7299
200324.0,24366.547
200325.0,5844.367
200326.0,2526.203
200327.0,26461.453
200328.0,255.69931
200329.0,7668.0
200330.0,1915.3196
200331.0,1512.8618
200332.0,11504.969
200333.0,1203.6348
200334.0,437.89993
200335.0,1435.8375
200336.0,1388.0673
200337.0,1313.9128
200338.0,2012.4692
200339.0,13907.595
200340.0,30211.08
200341.0,2469.2207
200342.0,6272.3228
200343.0,1511.3229
200344.0,5744.1084
200345.0,6598.7085
200346.0,1201.9735
200347.0,11288.709
200348.0,9497.144
200349.0,725.05444
200350.0,10844.451
200351.0,2068.344
200352.0,764.53644
200353.0,1777.5936
200354.0,3760.279
200355.0,546.3422
200356.0,5488.596
200357.0,2854.8416
200358.0,2979.6099
200359.0,8311.15
200360.0,16476.312
200361.0,1810.2792
200362.0,1992.0724
200363.0,1257.3793
200364.0,7843.541
200365.0,10871.584
200366.0,997.20355
200367.0,5951.84
200368.0,6161.9023
200369.0,5547.6357
200370.0,994.93
200371.0,10379.225
200372.0,753.86127
200373.0,1199.7173
200374.0,823.59424
200375.0,1304.5184
200376.0,2617.448
200377.0,1782.4836
200378.0,1460.3961
200379.0,1824.091
200380.0,787.66754
200381.0,3905.8804
200382.0,28154.25
200383.0,2138.0234
200384.0,2987.6436
200385.0,759.4426
200386.0,1095.9031
200387.0,3843.337
200388.0,7277.8477
200389.0,7500.7856
200390.0,373.3226
200391.0,3492.0256
200392.0,1015.5846
200393.0,2944.7722
200394.0,4365.6777
200395.0,90.07171
200396.0,2469.6353
200397.0,996.36334
200398.0,2277.8784
200399.0,762.6716
200400.0,2104.7395
200401.0,4592.5366
200402.0,1452.5153
200403.0,3476.2944
200404.0,640.81195
200405.0,700.6719
200406.0,2298.318
200407.0,1485.2747
200408.0,6592.1343
200409.0,11273.205
200410.0,6976.911
200411.0,1475.6554
200412.0,20506.676
200413.0,10987.469
200414.0,4475.604
200415.0,9369.117
200416.0,7970.5483
200417.0,2267.7341
200418.0,1107.3674
200419.0,19753.68
200420.0,19600.434
200421.0,1033.3997
200422.0,1538.7356
200423.0,937.6891
200424.0,48821.85
200425.0,8978.361
200426.0,3819.518
200427.0,18741.387
200428.0,1176.7415
200429.0,4765.875
200430.0,2622.5808
200431.0,2763.0908
200432.0,3861.7156
200433.0,15967.638
200434.0,647.06525
200435.0,5162.849
200436.0,9738.218
200437.0,821.0228
200438.0,199.18692
200439.0,1129.9736
200440.0,1599.9075
200441.0,1064.3746
200442.0,1239.5736
200443.0,4695.2754
200444.0,1199.5942
200445.0,3021.0881
200446.0,3446.7935
200447.0,7560.344
200448.0,13598.534
200449.0,1202.137
200450.0,1971.5603
200451.0,1006.9278
200452.0,3251.686
200453.0,3218.863
200454.0,849.721
200455.0,8400.994
200456.0,1199.9847
200457.0,1329.0466
200458.0,753.74396
200459.0,3823.7542
200460.0,3008.5916
200461.0,3435.6123
200462.0,4974.1836
200463.0,8402.701
200464.0,1556.5193
200465.0,9501.2295
200466.0,2301.6272
200467.0,2670.5847
200468.0,1996.3088
200469.0,196.615
200470.0,9302.114
200471.0,398.6483
200472.0,10042.66
200473.0,50676.855
200474.0,1760.897
200475.0,3989.69
200476.0,13475.828
200477.0,5007.2446
200478.0,4762.4663
200479.0,1097.8274
200480.0,5382.5103
200481.0,1690.167
200482.0,1473.6655
200483.0,2605.596
200484.0,2380.7524
200485.0,4919.7905
200486.0,5318.071
200487.0,9249.139
200488.0,1220.8903
200489.0,5525.4766
200490.0,9017.255
200491.0,8200.924
200492.0,16950.143
200493.0,104.75385
200494.0,2182.5388
200495.0,4711.4487
200496.0,346.31598
200497.0,603.1249
200498.0,19190.041
200499.0,720.1325
200500.0,5757.3555
200501.0,4012.8545
200502.0,1826.8762
200503.0,452.03687
200504.0,2496.8733
200505.0,5903.279
200506.0,131.12192
200507.0,3699.3396
200508.0,1685.8583
200509.0,1240.5247
200510.0,9471.028
200511.0,10228.8545
200512.0,25763.64
200513.0,14917.03
200514.0,12334.877
200515.0,644.8962
200516.0,21805.482
200517.0,7236.103
200518.0,2386.415
200519.0,13507.393
200520.0,1107.4584
200521.0,23225.012
200522.0,149.19304
200523.0,4535.415
200524.0,8765.6045
200525.0,504.21985
200526.0,403.01654
200527.0,3969.0437
200528.0,3663.3408
200529.0,599.58057
200530.0,8061.561
200531.0,15213.075
200532.0,786.13763
200533.0,18882.693
200534.0,1252.4196
200535.0,133.3003
200536.0,879.95355
200537.0,891.3199
200538.0,2935.743
200539.0,6791.563
200540.0,2628.4697
200541.0,2764.1812
200542.0,2162.5596
200543.0,3797.9258
200544.0,501.4836
200545.0,3734.1953
200546.0,6116.3276
200547.0,4434.815
200548.0,4354.494
200549.0,12934.447
200550.0,24617.295
200551.0,392.92783
200552.0,10942.677
200553.0,248.35332
200554.0,11825.2
200555.0,1880.0889
200556.0,3924.5542
200557.0,11976.227
200558.0,6245.566
200559.0,1211.0588
200560.0,2863.3284
200561.0,4165.0176
200562.0,19886.018
200563.0,6277.2007
200564.0,10485.33
200565.0,27539.777
200566.0,7778.5537
200567.0,1881.3595
200568.0,9483.159
200569.0,142.30222
200570.0,1863.8792
200571.0,3474.196
200572.0,11029.95
200573.0,16224.413
200574.0,1000.7736
200575.0,1480.5826
200576.0,989.42413
200577.0,795.6175
200578.0,21490.326
200579.0,204.02278
200580.0,5882.1504
200581.0,1441.3318
200582.0,6430.8853
200583.0,1009.6349
200584.0,18079.709
200585.0,6947.473
200586.0,4251.149
200587.0,1340.8706
200588.0,3938.558
200589.0,2561.5417
200590.0,261.30817
200591.0,11014.297
200592.0,4197.484
200593.0,9893.098
200594.0,9404.48
200595.0,507.17163
200596.0,4200.2876
200597.0,21784.344
200598.0,11775.994
200599.0,3768.603
200600.0,6958.316
200601.0,7738.1504
200602.0,10014.883
200603.0,20918.654
200604.0,9994.7295
200605.0,1383.1289
200606.0,5018.568
200607.0,8295.256
200608.0,9285.839
200609.0,495.6276
200610.0,7925.927
200611.0,12537.53
200612.0,10394.669
200613.0,1075.353
200614.0,597.01263
200615.0,315.9986
200616.0,2578.226
200617.0,1917.4873
200618.0,3087.7551
200619.0,249.14108
200620.0,2955.9746
200621.0,10719.479
200622.0,4833.513
200623.0,17628.105
200624.0,864.2307
200625.0,707.75165
200626.0,2667.7314
200627.0,6259.539
200628.0,4908.9717
200629.0,7999.085
200630.0,1601.8553
200631.0,13443.838
200632.0,1648.356
200633.0,4691.188
200634.0,2162.2688
200635.0,4635.1206
200636.0,17870.12
200637.0,17821.867
200638.0,1439.8842
200639.0,2306.0542
200640.0,1005.8681
200641.0,2691.4844
200642.0,917.8365
200643.0,6820.073
200644.0,22129.354
200645.0,2323.4802
200646.0,7434.3965
200647.0,10073.252
200648.0,99.22322
200649.0,6181.511
200650.0,5059.2393
200651.0,4701.895
200652.0,504.06836
200653.0,5809.7515
200654.0,2695.5676
200655.0,12479.5625
200656.0,1425.3209
200657.0,4149.71
200658.0,6422.058
200659.0,2944.9058
200660.0,6468.8984
200661.0,9750.783
200662.0,1994.6599
200663.0,1346.7272
200664.0,1871.8807
200665.0,5638.7026
200666.0,2002.2549
200667.0,12714.23
200668.0,18942.018
200669.0,1616.8896
200670.0,8914.152
200671.0,1194.7054
200672.0,1046.3436
200673.0,13787.885
200674.0,6128.5737
200675.0,5817.238
200676.0,5335.8545
200677.0,8960.55
200678.0,2326.7566
200679.0,1889.8698
200680.0,6370.706
200681.0,3255.895
200682.0,2980.4102
200683.0,49.503235
200684.0,349.7531
200685.0,1799.8286
200686.0,2878.23
200687.0,3373.2908
200688.0,705.9509
200689.0,10807.312
200690.0,1806.4132
200691.0,7171.7754
200692.0,3438.606
